grid,nr,cvs,kappas
1,0,6.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,1,6.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,2,6.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,3,7.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,4,7.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,5,7.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,6,7.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,7,7.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,8,7.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,9,7.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,10,7.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,11,8.00000000*9.50000000,8.00000000e+01*8.00000000e+01
1,12,8.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,13,8.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,14,8.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,15,8.50000000*9.00000000,8.00000000e+01*8.00000000e+01
1,16,8.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,17,8.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,18,8.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,19,8.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,20,8.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,21,8.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,22,9.00000000*8.50000000,8.00000000e+01*8.00000000e+01
1,23,9.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,24,9.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,25,9.50000000*7.50000000,8.00000000e+01*8.00000000e+01
1,26,9.50000000*8.00000000,8.00000000e+01*8.00000000e+01
1,27,9.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,28,9.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,29,9.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,30,9.50000000*12.50000000,8.00000000e+01*8.00000000e+01
